Name,AI custom autofill,AI summary,Approval Pathway,Country,Country1,Date,Document Created,Document Updated,Entrepreneurial Founder,Founding Shock,Individuals,Predecessor,Published,Region,Related to UK WWII (Column),Source,Successor,Tags,URL,Unit Created,Unit Dissolved
MI9,,"The document discusses the training and activities of M.I.9(d) during the 1940s, focusing on the preventive training given to military personnel on evasion and escape. The document highlights the challenges faced in obtaining trained lecturers, the expansion of training across different branches of the military, the issuance of evasion and escape equipment, and the publications and security measures implemented. The document also provides statistics on the number of escapers and evaders.",,UK,"ENGLAND, GB, UK",,"March 28, 2019 2:12 PM","September 19, 2020 2:27 PM",,,,,,,,Internet Archive,,"Dudley Clarke, Individuals, MI9, UK",https://web.archive.org/web/20130119022105/http://www.arcre.com/archive/mi9/mi9history,,
Layforce,,"The document provides information about Layforce, a military unit in the UK. It includes details about its history, units such as No 7 Commando, No 8 Commando, and No 11 Commando, and its association with individuals like David Stirling and Moshe Dayan.",,UK,"AUS, CAN, UK",,"April 2, 2019 12:20 AM","September 19, 2020 2:26 PM",,,,,,,,Commando Veterans Archive,,"David Stirling, Layforce, Moshe Dayan, UK",http://www.commandoveterans.org/sites/www.commandoveterans.org/files/Layforce.pdf,,
No 5 Commando,The key date mentioned in the document is the formation of No5 Commando in 1940.,"No 5 Commando was a UK military unit formed in 1940. The document provides official letters and a nominal roll related to the formation of the commando. For more information, refer to the source URL.",,UK,"AU, CA, UK",,"April 2, 2019 12:21 AM","August 4, 2022 3:38 PM",,,,"No 4 Commando, No 8 Commando, Special Operations Executive",,"Commonwealth, Europe, UK",No 5 Commando (https://www.notion.so/No-5-Commando-0f54ee9ddb6144c380ca813dfb88a265?pvs=21),Commando Veterans Archive,"British Special Operations Group, Marine Corps Amphibious Reconnaissance Company, Marine Raiders Division","UK, commando 5",http://www.commandoveterans.org/sites/www.commandoveterans.org/files/No5.Formation.pdf,,
2671st Special Reconnaissance Battalion,,The 2671st Special Reconnaissance Battalion was a unit organized under the U.S. 5th Army and the Office of Strategic Services during World War II. It participated in various campaigns in Italy and Austria before being disbanded in 1945.,,US,"America, US, USA",,"April 8, 2019 1:34 AM","September 19, 2020 2:23 PM",,,,,,,,Wikipedia,,"OSS, US",https://en.m.wikipedia.org/wiki/2671st_Special_Reconnaissance_Battalion_(United_States)?wprov=sfti1,,
"2677th Office of Strategic Services Regiment ",,"The 2677th Office of Strategic Services Regiment was a special infantry regiment that served as an operational armed force for the Office of Strategic Services. It was organized in July 1944 in Algiers, North Africa, sponsored by the U.S. Fifth Army, and later absorbed into the Office of Strategic Services Operational Group Command in Caserta, Italy. The regiment participated in the Rome-Arno campaign.",,US,"US, USA, United States of America",,"April 8, 2019 1:35 AM","September 19, 2020 2:23 PM",,,,,,,,Wikipedia,,"OSS, US",https://en.m.wikipedia.org/wiki/2677th_Office_of_Strategic_Services_Regiment?wprov=sfti1,"July 15, 1944",
Order of Battle - The Office of Strategic Services,"• June 13, 1942: Office of Strategic Services (OSS) founded.
• December 23, 1942: Charter issued for OSS, formalizing its role in the intelligence community.
• January 1943: OSS reorganized to focus on paramilitary operations.
• April 1943: Counter-Intelligence Division established, later becoming the X-2 branch.
• May 1943: Operational Groups Command established.
• June 1943: OSS sent first agents into France.
• August 1944: OSS in Europe became operational with the 2677th Special Reconnaissance Battalion.
• September 20, 1945: OSS disbanded by executive order.","The Office of Strategic Services (OSS), founded in June 1942, was responsible for intelligence analysis, espionage, and guerilla warfare during World War II. It evolved from the Office of the Coordinator of Information and became a key player in military operations, particularly in Europe and the Pacific. The OSS engaged in various operations, including training resistance groups, conducting espionage, and executing psychological warfare. It faced internal challenges and political tensions, particularly regarding its relationship with military leaders and other intelligence agencies. The OSS was disbanded in September 1945, with its functions absorbed into the military structure and elements forming the basis for the CIA.",,US,"America, US, USA",,"April 8, 2019 12:16 PM","November 10, 2025 7:42 AM",,,,,,,,,,"Commando, OSS, US",http://odh.trevizo.org/oss.html,,
First Special Service Force,,"The document provides a bibliography and external links related to the First Special Service Force, a Canadian-American military unit that played a significant role in World War II. The unit was known for its involvement in the ""Devil's Brigade"" and its contributions to the Allied liberation of the French Riviera. Various books and online resources are listed for further information.",,US,"AM, CA, US",,"April 9, 2019 4:42 AM","September 19, 2020 2:26 PM",,,,,,,,Wikipedia,,US,https://en.wikipedia.org/wiki/First_Special_Service_Force?wprov=sfti1,,
Marina Militare - L'Affondamento della (HMS) Valiant (Film-1961) - YouTube,,"This document provides information about a YouTube video titled ""Marina Militare - L'Affondamento della (HMS) Valiant (Film-1961)"" which depicts the sinking of the HMS Valiant. The video is related to the Italian Navy and features the Xa Flottiglia MAS, naval commandos. The video was published on December 12, 2008, and has garnered 38,443 views.",,Italy,"IT, ITA, Italian, Italy",,"April 28, 2019 1:14 PM","September 19, 2020 2:27 PM",,,,,,,,,,"Italy, Xa Flottiglia MAS, naval commandos",https://www.youtube.com/watch?time_continue=21&v=PZ0BYuYhoAQ,,
Brandenburgers,,"This document provides a bibliography on the topic of Brandenburgers, including various sources such as books and articles. The Brandenburgers were a German special forces unit during World War II, known for their commando operations and intelligence gathering.",,Germany,"DE, GER, GERM, Germany",,"May 4, 2019 11:09 PM","January 30, 2023 12:01 PM",,,,,,,,Wikipedia,,"Germany, Otto Skorzeny, Theodor Von Hippel",https://en.wikipedia.org/wiki/Brandenburgers,,
The Brandenburg Commandos,"- Formation of the Ebbinghaus battalion: Date not specified, but it performed during the Polish campaign.
- Official founding of the Lehr und Bau Kompagnie z.b.V. 800 (Brandenburg Company): October 15, 1939.
- Infiltration of Dutch troops: May 8, 1940.
- German invasion of Belgium and the Netherlands: May 10, 1940.
- Securing the docks at Orsova: April 5, 1941.
- Infiltration to secure the oil fields at Maikop: Early August 1941.
- Entry into Maikop: August 9, 1942.
- Official dissolution of the Brandenburgers: Autumn of 1944.","The Brandenburg commandos, led by Theodore von Hippel, utilized guerrilla tactics during World War II, focusing on sabotage and infiltration. They were recruited for their language skills and ability to blend in with enemy forces, contrasting with the SS's racial criteria. Notable missions included capturing bridges in the Netherlands and securing strategic locations in the Balkans, demonstrating their effectiveness in disrupting enemy operations. Despite their dissolution in 1944, they earned numerous commendations for their accomplishments.",,Germany,"CentralEurope, EuropeanTheater, Germany",,"May 4, 2019 11:25 PM","May 18, 2025 5:05 AM",,,,,,,,,,"Brandenburg, Germany, Theodor Von Hippel",https://www.historynet.com/the-brandenburg-commandos.htm,,
Kampfgeschwader 200,,"Kampfgeschwader 200 (KG 200) was a special operations unit of the German Luftwaffe during World War II. The unit carried out difficult bombing and transport operations, long-distance reconnaissance flights, tested new aircraft designs, and operated captured aircraft. Its history began in 1934 and it was officially formed in 1944. KG 200 conducted various missions including long-range reconnaissance, the Mistel program, suicide and near-suicide missions, and special missions in the Middle East.",,Germany,"DE, Europe, GER",,"May 4, 2019 11:32 PM","June 21, 2024 7:27 AM",,,,,,,,Wikipedia,,"Commando, Germany, Luftwaffe",https://en.wikipedia.org/wiki/Kampfgeschwader_200,,
SOE Technologies,"- October 26, 1999: Release of documents detailing Britain's secret WWII weapons.
- By 1942: 150 different articles had been produced for the Special Operations Executive (SOE).","Britain's WWII secret weapons included innovative devices like exploding rats, mini-submarines, and time bombs disguised as Chianti bottles. The Special Operations Executive (SOE) created 150 unique weapons to aid agents in sabotage missions. Plans were also made to assassinate German Field Marshal Erwin Rommel, although concerns about inadequate information and potential retaliation were noted. Various camouflage techniques and even plastic surgery were employed to help agents blend in with local populations.",,UK,"GB, UK, operation Atlas",,"May 5, 2019 10:09 AM","January 26, 2023 5:40 PM",,,,,,,,,,"UK, operation Atlas",http://news.bbc.co.uk/2/hi/uk_news/486391.stm,,
502nd SS Jäger Battalion,"- June 1, 1943: Formation of the SS-Jäger-Bataillon 502.
- September 1943: Participation in the Gran Sasso raid to rescue Benito Mussolini.
- February 1944: Formation of a third company primarily consisting of Flemish and Dutch personnel.
- July 20, 1944: No. 1 Company deployed in Berlin after the assassination attempt on Adolf Hitler.
- August 1944: Execution of Operation Landfried in Romania to destroy infrastructure and delay the Soviet advance.
- September 1, 1944: Dissolution of SS-Jäger-Bataillon 502 and absorption into SS-Jagdverband Mitte.","The 502nd SS Jäger Battalion was a special forces unit of Nazi Germany formed in June 1943, commanded by Otto Skorzeny. Initially consisting of former members of a special unit, it expanded to include personnel from the Wehrmacht, Luftwaffe, and Army. The battalion participated in notable operations, including the Gran Sasso raid to rescue Mussolini, and conducted missions in Romania to disrupt Soviet advances. It was dissolved in September 1944, with its personnel absorbed into another battalion.",,Germany,"DE, GER, Germany",,"May 5, 2019 10:56 AM","June 21, 2024 7:27 AM",,,,,,,,Wikipedia,,"Commando, Germany, Otto Skorzeny",https://en.wikipedia.org/wiki/502nd_SS_J%C3%A4ger_Battalion,"June 1, 1943","September 1, 1944"
1st Battalion,"- June 8, 1942: The 1st Ranger Battalion was officially created under Major William Orlando Darby.
- November 1942: The battalion saw its first combat in Arzew, Algeria.
- February 11, 1943: The Rangers conducted their first raid on an Italian camp at Sened Station.
- Date unspecified: The Rangers undertook a mission to capture the strategic pass at Djebel El Ank alongside engineers and the 26th Regimental Combat Team.","The 1st Ranger Battalion, founded by Major William Orlando Darby on June 8, 1942, played a crucial role in World War II. They first saw combat in November 1942 in Algeria, successfully assaulting French-Vichy positions with minimal casualties. Notable operations included a swift raid on an Italian camp, resulting in significant enemy losses and earning them the nickname ""The Black Death."" The battalion also captured a strategic pass at Djebel El Ank, taking 200 prisoners after a challenging maneuver.",,US,"America, US, USA",,"June 8, 2019 6:02 PM","November 17, 2025 9:27 AM",,,William Orlando Darby,,,Algeria,,Internet Archive,,"Rangers, US",https://web.archive.org/web/20131115041709/http://ranger.org/Default.aspx?pageId=594705,"June 8, 1942",
US Army Ranger - Merrill’s Marauders,"- August 1943: Quebec Conference where the idea for Merrill's Marauders was conceived.
- Presidential call for volunteers issued for a ""Dangerous and Hazardous Mission.""
- Unit officially designated as the 5307th Composite Unit (Provisional) with the code name ""GALAHAD.""
- August 10, 1944: Unit was dissolved and consolidated with the 475th Infantry.
- July 1944: Marauders awarded the Distinguished Unit Citation.
- June 21, 1954: The 475th was designated the 75th Infantry, linking it to the modern-day 75th Ranger Regiment.","Merrill's Marauders, officially the 5307th Composite Unit (Provisional), was formed during the Quebec Conference in 1943 to conduct long-range penetration missions in Burma. Comprised of about 2,900 volunteers, the unit disrupted Japanese supply lines and communications, achieving significant victories despite being outnumbered. They were awarded the Distinguished Unit Citation for their efforts, which later became the Presidential Unit Citation. The unit was dissolved on August 10, 1944, and its legacy continues through the modern 75th Ranger Regiment.",,US,"American, US, USA",,"June 8, 2019 6:03 PM","January 5, 2026 11:27 AM",,,Frank Merrill,,,,,Internet Archive,,"Rangers, US",https://web.archive.org/web/20131115044046/http://ranger.org/Default.aspx?pageId=594709,,"August 10, 1944"
3rd and 4th Ranger Battalions,,"The 3rd and 4th Ranger Battalions were formed following the success of the 1st Battalion. Colonel Darby sought out men around Oran, expanding beyond volunteers. The three battalions were operational by June 1943. The 1st and 4th Battalions spearheaded the Sicily campaign, while the 3rd occupied various towns. The 3rd Battalion faced heavy opposition at Porto Empedocle but managed to disable machine gun nests. In a joint operation, the Rangers occupied Cisterna but were eventually surrounded and fought until ammunition ran out. Only six men out of 760 escaped. The remaining Rangers were scattered among the 504th parachute division, and the original battalions were deactivated in October 1944.",,US,"America, US, USA",,"June 8, 2019 6:04 PM","September 19, 2020 2:24 PM",,,"Herman Dammer, Roy Murray",1st Ranger Battalion,,Italy,,Internet Archive,504th parachute division,"Rangers, US",https://web.archive.org/web/20131115045344/http://ranger.org/Default.aspx?pageId=594706,,"October 26, 1944"
2nd and 5th Ranger battalion,,"The 2nd and 5th Ranger Battalions were trained in Tennessee and saw action during Operation Overlord on June 6, 1944. The 2nd Rangers successfully took a strategic German outpost at Pointe-du-Hoc, while the 5th Rangers spearheaded the 116th infantry division on Omaha Beach. Both battalions played a significant role in the Normandy campaign and participated in battles such as the Battle for Brest and the Battle of Hurtgen Forest. They captured strategic German positions and cut off supply routes, ultimately advancing until the end of the war.",,US,"AUS, CAN, US",,"June 8, 2019 6:05 PM","September 19, 2020 2:24 PM",,,,,,France,,Internet Archive,,"Rangers, US",https://web.archive.org/web/20131115052826/http://ranger.org/Default.aspx?pageId=594707,"April 1, 1943",
29th Ranger Battalion,,"The 29th Ranger Battalion was formed in December 1942 with volunteers from the 29th Infantry Division. Trained by the British Commandos, the highly motivated Rangers hoped to operate independently on Commando missions. They participated in training with Lord Lovat's Number 4 Commando Troop and had plans for a raid on the Continent, but the unit was disbanded in October 1943. Many Rangers returned to their former companies and fought alongside the 29th Infantry Division.",,US,"US, USA, United States",,"June 8, 2019 6:05 PM","September 19, 2020 2:23 PM",,,,,,,,Internet Archive,,"Rangers, US",https://web.archive.org/web/20131115052119/http://ranger.org/Default.aspx?pageId=599209,"December 20, 1942","October 18, 1943"
6th Ranger Battalion,,"The 6th Ranger Battalion, stationed in the Pacific during World War II, conducted operations behind enemy lines in the Philippines and New Guinea. They executed daring rescues, destroyed a garrison of Japanese soldiers, and rescued 500 POWs. Their final mission was to secure a drop zone for paratroopers and they ended the war in the Philippines.",,US,"PG, PH, US",,"June 8, 2019 6:05 PM","September 19, 2020 2:24 PM",,,,,,"New Guinea, Philippines",,Internet Archive,,"Rangers, US",https://web.archive.org/web/20131115051642/http://ranger.org/Default.aspx?pageId=594708,,
Darby's Rangers,,"Darby's Rangers were a specialized unit in the US Army during the 1940s. Led by Colonel William O. Darby, the Rangers played a crucial role in various operations, including the invasion of North Africa and Italy. They were known for their expertise in night fighting and their ability to operate behind enemy lines. Despite facing challenges and casualties, the Rangers demonstrated their effectiveness in capturing strategic objectives.",,US,"America, US, USA",,"June 25, 2019 6:18 PM","September 19, 2020 2:25 PM",,,,,,,,,,"Rangers, US",http://darbysrangers.tripod.com/id4.htm,,
Long Range Desert Group,,"The Long Range Desert Group (LRDG) played a crucial role in the British Army's operations in North Africa during the 80s. They served as the forward scouts for the SAS, transporting soldiers to their drop-off points and picking up survivors. The LRDG, nicknamed the 'Libyan Desert Taxi Service', was led by Ralph Bagnold, who had extensive knowledge of the desert. Bagnold's expertise in desert travel and navigation proved invaluable during the war. He also made significant contributions to the study of sand movement and received recognition for his scientific work. The LRDG's operations were influenced by the development of special equipment and techniques for long-distance travel and navigation. Bagnold's leadership and the LRDG's efforts were instrumental in the success of British operations in the desert during World War II.",,UK,"ENGLAND, GB, UK",,"July 24, 2019 2:41 PM","April 10, 2024 3:58 AM",,,,,,,,,,"SAS, SiG, UK",,,
Bagnold's Sun Compass,"- 1915: Ralph Bagnold joins the Army and serves with the Royal Engineers.
- 1921: Graduates from Cambridge University and re-joins the army.
- 1930s: Develops an intimate knowledge of desert exploration and makes the first recorded east to west crossing of the Libyan Desert.
- 1940: Forms the Long Range Desert Group (LRDG) after being recalled to active duty.
- July 1941: Promoted to full Colonel.","Ralph Bagnold, a British officer, played a vital role in the fighting in North Africa during World War II. He developed the Long Range Desert Group (LRDG) and the Special Air Service (SAS) and made significant contributions to desert exploration and warfare. Bagnold's knowledge of the desert and his innovative techniques, such as the development of a sun compass unaffected by magnetism, proved invaluable in the desert war. After the war, he continued his interest in the movement of sand and received recognition for his contributions to science.",,UK,"AUS, CAN, UK",,"July 24, 2019 3:20 PM","October 15, 2025 5:38 AM",,,Ralph A. Bagnold,"Desert Warfare Unit, LRDG, SAS",,"Egypt, Libya, North Africa",Long Range Desert Group (https://www.notion.so/Long-Range-Desert-Group-3deede154b0d473a8da051be13c18db2?pvs=21),Imperial War Museum,"Long Range Desert Group (LRDG) Commandos, SAS, SAS Desert Operations","1940, Commando, LRDG, Ralph Bagnold, SAS, UK, WWII",https://www.iwm.org.uk/collections/item/object/30028094,,
Underwater Demolition Team 🐸,"- August 1941: Landing trials were performed, leading to the analysis of the need for a human intelligence capability.
- August 1942: Peddicord set up a recon school for the Navy Scouts and Raiders at Little Creek, Virginia.
- 1942: The Army and Navy jointly established the Amphibious Scout and Raider School at Fort Pierce, Florida.
- November 1943: The Battle of Tarawa highlighted the need for human intelligence gathering prior to landings.
- 1943: The Navy created the Naval Combat Demolition Unit (NCDU) to clear beach obstacles for invasion forces.
- November 1943: Six men from NCDU-11 were sent to England for preparations for Operation Overlord.
- June 1944: UDTs participated in the D-Day invasion of Normandy.
- July 4, 1945: The last UDT demolition operation of World War II was conducted at Balikpapan, Borneo.
- 1962: SEAL Team ONE and SEAL Team TWO were commissioned, marking the birth of the Navy SEALs.
- 1983: Remaining UDT teams were reorganized as SEAL teams.","The Underwater Demolition Teams (UDT) were a specialized force established by the U.S. Navy during World War II, evolving into elite tactical units during the Korean and Vietnam Wars. Their primary roles included reconnaissance and obstacle removal for amphibious landings, as well as assisting in space capsule recoveries. UDTs pioneered underwater demolition and combat swimming techniques, leading to the formation of the Navy SEALs. They participated in significant operations such as the invasions of Normandy and Okinawa, and their legacy continues in modern naval special warfare.",,US,"AmphibiousOps, US, USNavy",,"July 26, 2019 1:41 PM","April 11, 2024 4:38 AM",,,,,,,,Wikipedia,,"Commando, US, naval commandos",https://en.wikipedia.org/wiki/Underwater_Demolition_Team,,
"1st Ranger Battalion ","- June 19, 1942: Formation of the 1st Ranger Battalion.
- March 21-25, 1943: Darby's Rangers' first assault at Arzew; Darby awarded the Distinguished Service Cross (DSC).
- July 1943: Darby receives a second DSC for heroism in Sicily.
- December 11, 1943: Darby promoted to Colonel.
- April 23, 1945: Darby takes over for wounded General Duff during the Spring 1945 offensive in Italy.
- April 30, 1945: Darby killed in action.
- May 15, 1945: Posthumously promoted to Brigadier General.","William Orlando Darby was a U.S. Army officer who led the 1st Ranger Battalion during World War II. He was posthumously promoted to brigadier general after being killed in action in Italy. Darby was instrumental in establishing the U.S. Army Rangers and received multiple awards for his bravery, including the Distinguished Service Cross and Silver Star. His legacy includes Camp Darby and various honors in his name, reflecting his significant contributions to military history.",,US,"US, USA, United States",,"July 27, 2019 3:34 PM","November 17, 2025 9:27 AM",,,William Orlando Darby,,,,,Wikipedia,,"Rangers, US",https://en.wikipedia.org/wiki/William_Orlando_Darby,"June 19, 1942",
"Merrill's Marauders, the 5307th Composite Unit (provisional)",,"Frank Merrill, a United States Army general, is best known for commanding Merrill's Marauders, the 5307th Composite Unit (provisional), during the Burma Campaign of World War II. Merrill's Marauders operated behind Japanese lines and engaged in combat with the Japanese Army. Despite facing harsh jungle terrain, hunger, and disease, they advanced 750 miles and fought in multiple major engagements. The unit was disbanded in August 1944 with only a fraction of its original members remaining. Merrill was later inducted into the U.S. Army Ranger Hall of Fame.",,US,"America, US, USA",,"July 27, 2019 3:35 PM","September 19, 2020 2:27 PM",,,Frank Merrill,,,Burma,,Wikipedia,,"Individuals, Merrill's Marauders, Orde Charles Wingate, Rangers, US",https://en.wikipedia.org/wiki/Frank_Merrill,,"August 10, 1944"
First Special Service Force WWII,,"This document provides information about the First Special Service Force during World War II. It mentions their activities, such as placing a memorial plaque and attending veterans reunions. The document also includes footnotes and a bibliography for further reading.",,US,"CA, CAN, US",,"July 27, 2019 11:32 PM","September 19, 2020 2:26 PM",,,Geoffrey Pyke,,,,,Wikipedia,,"Canada, US",https://en.wikipedia.org/wiki/First_Special_Service_Force,"July 9, 1942","December 5, 1944"
516 COMBINED OPERATIONS SQUADRON,,"This document provides a historical account of the 516 Combined Operations Squadron during World War II. The squadron's primary task was to develop strategies for an invasion against enemy forces in Europe and North Africa. The document also mentions the formation and operations of the squadron, as well as the training exercises and aircraft used. The squadron was disbanded after the war.",,UK,"ENG, GB, UK",,"August 6, 2019 11:55 AM","April 9, 2024 4:06 AM",,,,,,,,Combined Operations Project,,Commando,https://www.combinedops.com/516%20Sqd.htm,,
David Stirling: The Phantom Major,,"Colonel David Stirling, the founder of the Special Air Service (SAS), played a significant role in British Special Forces during the 1940s. This article explores Stirling's early life, his involvement in the Commandos, the creation of the SAS, and their successful operations behind enemy lines during World War II. Stirling's daring and unorthodox methods led to the SAS achieving regimental status, but he was eventually captured and became a prisoner of war. Despite his capture, the SAS continued to thrive under the command of his comrades.",,UK,"BRITAIN, GB, UK",,"August 9, 2019 11:29 AM","September 19, 2020 2:25 PM",,,,,,,,National Army Museum,,"Commando, SAS, Striling",https://www.nam.ac.uk/explore/david-stirling,,
"The Commandos ","Key Dates:

- June 1940: Formation of the Commandos after the fall of France.
- 1942: Royal Marine battalions reorganized as Commandos, joining Army Commandos in combined Commando Brigades.
- March 28, 1942: Operation Chariot, raid on St Nazaire.
- August 19, 1942: Operation Jubilee, the raid on Dieppe.
- 1943: Changes to Commando training focused on assault infantry roles.
- August 1942: Creation of the Parachute Regiment.","In 1940, the British established the Commandos as a raiding and reconnaissance force to continue the fight against the Axis after Dunkirk. They underwent intensive training and conducted various operations, including the successful raid on St Nazaire and the disastrous Operation Jubilee at Dieppe. As the war progressed, Commandos evolved into assault troops, playing significant roles in major battles like D-Day. Despite costly failures, they contributed valuable intelligence and operational effectiveness, leading to the formation of British airborne forces and the legacy of special operations in modern military strategy.",,UK,"BR, GB, UK",,"August 9, 2019 11:30 AM","January 5, 2026 11:27 AM",,,,,,,,National Army Museum,,"Commando, Paratroopers, UK",https://www.nam.ac.uk/explore/commandos-WW2,,
No. 51ME Commando,"- Formation of No. 1 Palestine Company AMPC: January 31, 1940
- Sailing to France: February 22, 1940
- Withdrawal to England: June 17, 1940
- Return to Palestine: September 15, 1940
- Formation of 51 Middle East Commando: Date not specified (formed from Cator’s 401 (Palestine) Company AMPC)
- Sailing to Eritrea: January 24, 1942
- Action at Keren: March 15, 1941
- Battle of Amba Alagi: May 1, 1941
- End of 51 Middle East Commando: Date not specified (amalgamation or disbandment after regrouping in Egypt)","This document provides a detailed account of the actions and achievements of 51 Middle East Commando during their operations in East Africa, particularly in battles such as Keren and Amba Alagi. The Commando demonstrated courage, determination, and resourcefulness in infiltrating enemy lines and engaging in intense combat. Several individuals were recognized for their acts of bravery, including Sergeant George Heath and Private Jakob Dab. Despite facing difficult terrain and challenging conditions, 51 Middle East Commando made significant contributions to the Allied victories in the region.",,UK,"Egypt, Eritrea, Palestine, UK",,"August 11, 2019 4:37 PM","August 3, 2022 4:41 PM",,,,No. 51 Commando,,"East Africa, Egypt, Eritrea",No. 51 Commando (https://www.notion.so/No-51-Commando-1443aaade0a14ed992cb54a3319e2712?pvs=21),Commando Veterans Archive,"Marine Corps Amphibious Reconnaissance Company, Middle East Raider Battalion, Navy Scouts and Raiders","Commando, Commando 51, UK, WWII",http://www.commandoveterans.org/51MEComando1941,,
Marine Raiders 🐸,,"The Marine Raiders were elite units created during World War II in response to the need for commando-type forces. They played a significant role in the Guadalcanal Campaign and other campaigns in the Pacific. However, due to various reasons, including the need for manpower in new divisions and opposition within the Marine Corps, the Raiders were disbanded in 1944. The Raider lineage can be traced through the 4th Marine Regiment and the Marine reconnaissance battalions. In recent years, the Marine Corps has revived the Raider name within the Marine Special Operations Command.",,US,,,"September 18, 2019 11:09 AM","April 11, 2024 4:37 AM",,,,,,,,Wikipedia,,"Marines, US, WWII",https://en.m.wikipedia.org/wiki/Marine_Raiders?wprov=sfti1,,
Fallschirmjäger,,"The document provides information about Fallschirmjäger, the German paratroopers during World War II. It includes details about the bubble economy, the Plaza Accord, changes in Japanese economic policies, and their impact on the country's economy during the 80s. The document also mentions various sources for further reading on the topic.",,Germany,,,"December 9, 2019 1:09 PM","September 19, 2020 2:26 PM",,,,,,,,Wikipedia,,"Fallschirmjäger, Germany, Paratroopers",https://en.wikipedia.org/wiki/Fallschirmj%C3%A4ger_(World_War_II),,"May 2, 1945"
THE ARMY,"Key dates mentioned in the text include:

- 1939: The Brandenburgers - Theodore von Hippel - Ebbinghaus Group, Poland
- 1940: Special Duties Battalion 800 - Holland
- 1941: Special Duties Regiment 800 - the Balkans
- 1942-43: North Africa - Von Koenen Detachment - Special Units 287 & 288
- 1941: Operation Barbarossa, with dispersed operations continuing until 1944
- 1944-45: Panzergrenadier Division 'Brandenburg'
- July 1943: The Mussolini raid
- July 1944: Berlin - Walter Girg
- October 1944: Horthy raid - Panzerbrigade 150 in the Ardennes
- February-April 1945: The Oder front
- 1944: SS-Paratroop Battalion 500 - Bosnia
- January-March 1945: SS-Paratroop Battalion 600 - the Oder front
- April 1945: the Berlin front
- April 1944: Small Battle Units - Helmuth Heye and Fritz Frauenheim","Overview of German military units during WWII, including the Brandenburgers, Waffen-SS operations in various regions, and the Kriegsmarine's small battle units and specialized commandos.",,Germany,"Europe, Germany, WWII",,"December 11, 2019 6:46 PM","August 3, 2022 4:42 PM",,,,,,,,,,"Germany, WWII",,,
Observer Group,"- January 13, 1941: Formation of the Observer Group.
- December 1941: Designation of the unit as the ""Observer Group.""
- January 7, 1943: Dissolution of the Observer Group, leading to the formation of the Amphibious Reconnaissance Company.
- August 1942: Separation of Army and Navy efforts for planning in Operation Torch.","The Observer Group was a joint U.S. Army and Marine Corps unit formed in 1941, specializing in amphibious reconnaissance. It played a crucial role in developing tactics and equipment for naval intelligence before being dissolved in 1943, leading to the establishment of the Marine Corps Amphibious Reconnaissance Company and Navy Scouts and Raiders. Key figures included Lloyd Peddicord Jr. and William E. Fairbairn, who contributed to training and operational methodologies, including the design of inflatable boats for reconnaissance missions.",,US,"US, USA, United States",,"December 20, 2019 11:53 AM","November 10, 2025 7:42 AM",,,"Lloyd Peddicord Jr., William E. Fairbairn",,,,,Wikipedia,"Marine Corps Amphibious Reconnaissance Company, Navy Scouts and Raiders",,"https://en.wikipedia.org/wiki/Observer_Group#cite_note-Swift,_Silent,_and_Deadly-1","January 13, 1941","January 7, 1943"
New Zealand's involvement in the Long Range Desert Group,,"New Zealand played a substantial role in the Long Range Desert Group (LRDG) in North Africa from 1940 to 1943. The LRDG conducted successful raids and provided vital reconnaissance and intelligence support to the Allied forces. Their activities helped dissipate the enemy's forces and contributed to the rise of other Allied fighting formations. The LRDG's provision of secure and reliable tactical intelligence was unparalleled, and they frequently corroborated information gained through other intelligence sources.",,New Zealand,"NZ, UK, US",,"December 23, 2019 11:19 PM","September 19, 2020 2:27 PM",,,,,,,,,,,,,
NCDU🐸,,"The Naval Combat Demolition Units (NCDU) played a significant role in the US Navy during the 1940s. The first NCDU was formed with thirteen volunteers who received intensive training in explosives and demolition. They were involved in salvage work and surveying beaches in Sicily before returning to the US. The NCDU continued to train and improve their skills, eventually participating in the Allied assaults on Omaha Beach and Utah Beach in Normandy. The NCDU suffered casualties but played a crucial role in clearing beach obstacles. After World War II, many NCDU members joined the Underwater Demolition Teams (UDT).",,US,"America, US, USA",,"January 27, 2023 11:28 PM","April 8, 2024 1:05 PM",,,,,,,,Naval Special Warfare Archive,,"UDT, US, naval commandos",http://www.navyfrogmen.com/NCDU.html,"June 1, 1943",
Combined Operations Pilotage Parties (COPP),"The document does not specify exact key dates for the formation of the Combined Operations Pilotage Parties (COPP) or key operations. However, it mentions their involvement during the Second World War, indicating their activities occurred during that period. Notably, Louis Mountbatten's comment highlights the importance of COPP's contributions to amphibious operations but does not provide specific dates for those operations.","Combined Operations Pilotage Parties (COPP) was a secret WWII unit responsible for reconnaissance of enemy beaches and mapping defenses before amphibious assaults. They assessed beach conditions for landing forces and provided navigational guidance during invasions, playing a crucial role in the success of major operations as noted by Louis Mountbatten.",,,"ENGLAND, GB, UK",,"June 21, 2024 7:24 AM","May 19, 2025 4:56 AM",,,,,,,,,,"Naval Units, UK",,,
